,lat,lon,alt,timestamp
331,39.920033000000004,116.59826699999999,968,1590490273
332,39.925598,116.597412,937,1590490279
333,39.930496000000005,116.59661899999999,907,1590490285
334,39.935898,116.59576399999999,876,1590490291
335,39.940933,116.594971,846,1590490298
336,39.955353,116.592712,762,1590490314
337,39.960861,116.591843,739,1590490322
338,39.970276,116.59039299999999,686,1590490333
339,39.977942999999996,116.589165,632,1590490344
340,39.996284,116.586349,526,1590490369
341,40.007217,116.584717,465,1590490385
342,40.014267,116.58355700000001,427,1590490395
343,40.02182,116.58233600000001,381,1590490407
344,40.029198,116.581108,343,1590490417
345,40.03595,116.58010900000001,305,1590490426
346,40.046265000000005,116.57849099999999,251,1590490443
347,40.0578,116.57666,183,1590490459
348,40.069199,116.57482900000001,114,1590490476
